,Dataset,Model,Hyperparameters,ID,Metric,Value,BayesHyperparameters,Search
10,credit_g,xgb,,3,Accuracy,0.7,"OrderedDict([('gamma', 0.46161186091647033), ('learning_rate', 0.17262643490015292), ('max_depth', 7), ('max_leaves', 2), ('min_child_weight', 7), ('n_estimators', 411), ('nthread', 4), ('reg_alpha', 1.3822148771707978), ('reg_lambda', 4.364701904354818), ('subsample', 0.7647334734983326)])",Bayes
11,credit_g,xgb,,3,Brier,0.1852076865496396,"OrderedDict([('gamma', 0.46161186091647033), ('learning_rate', 0.17262643490015292), ('max_depth', 7), ('max_leaves', 2), ('min_child_weight', 7), ('n_estimators', 411), ('nthread', 4), ('reg_alpha', 1.3822148771707978), ('reg_lambda', 4.364701904354818), ('subsample', 0.7647334734983326)])",Bayes
12,credit_g,xgb,,4,AUC,0.7391333333333333,"OrderedDict([('gamma', 0.062066679833009), ('learning_rate', 0.04712101044248128), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 885), ('nthread', 4), ('reg_alpha', 2.2036789573526088), ('reg_lambda', 0.23391358228498826), ('subsample', 0.9950690039133067)])",Bayes
13,credit_g,xgb,,4,Accuracy,0.716,"OrderedDict([('gamma', 0.062066679833009), ('learning_rate', 0.04712101044248128), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 885), ('nthread', 4), ('reg_alpha', 2.2036789573526088), ('reg_lambda', 0.23391358228498826), ('subsample', 0.9950690039133067)])",Bayes
14,credit_g,xgb,,4,Brier,0.18037244216165543,"OrderedDict([('gamma', 0.062066679833009), ('learning_rate', 0.04712101044248128), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 885), ('nthread', 4), ('reg_alpha', 2.2036789573526088), ('reg_lambda', 0.23391358228498826), ('subsample', 0.9950690039133067)])",Bayes
15,credit_g,xgb,,5,AUC,0.7365714285714285,"OrderedDict([('gamma', 0.8637948336950508), ('learning_rate', 0.7218835638344925), ('max_depth', 5), ('max_leaves', 2), ('min_child_weight', 3), ('n_estimators', 793), ('nthread', 4), ('reg_alpha', 4.037382057623735), ('reg_lambda', 6.157289147804599), ('subsample', 0.6840051624677603)])",Bayes
16,credit_g,xgb,,5,Accuracy,0.712,"OrderedDict([('gamma', 0.8637948336950508), ('learning_rate', 0.7218835638344925), ('max_depth', 5), ('max_leaves', 2), ('min_child_weight', 3), ('n_estimators', 793), ('nthread', 4), ('reg_alpha', 4.037382057623735), ('reg_lambda', 6.157289147804599), ('subsample', 0.6840051624677603)])",Bayes
17,credit_g,xgb,,5,Brier,0.1816815748869909,"OrderedDict([('gamma', 0.8637948336950508), ('learning_rate', 0.7218835638344925), ('max_depth', 5), ('max_leaves', 2), ('min_child_weight', 3), ('n_estimators', 793), ('nthread', 4), ('reg_alpha', 4.037382057623735), ('reg_lambda', 6.157289147804599), ('subsample', 0.6840051624677603)])",Bayes
18,credit_g,xgb,,6,AUC,0.7378952380952379,"OrderedDict([('gamma', 0.9220995771166749), ('learning_rate', 0.1394265555187436), ('max_depth', 3), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 987), ('nthread', 4), ('reg_alpha', 4.431086313762436), ('reg_lambda', 0.3365566283700129), ('subsample', 0.5071731965919429)])",Bayes
19,credit_g,xgb,,6,Accuracy,0.714,"OrderedDict([('gamma', 0.9220995771166749), ('learning_rate', 0.1394265555187436), ('max_depth', 3), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 987), ('nthread', 4), ('reg_alpha', 4.431086313762436), ('reg_lambda', 0.3365566283700129), ('subsample', 0.5071731965919429)])",Bayes
20,credit_g,xgb,,6,Brier,0.18006728263642777,"OrderedDict([('gamma', 0.9220995771166749), ('learning_rate', 0.1394265555187436), ('max_depth', 3), ('max_leaves', 0), ('min_child_weight', 1), ('n_estimators', 987), ('nthread', 4), ('reg_alpha', 4.431086313762436), ('reg_lambda', 0.3365566283700129), ('subsample', 0.5071731965919429)])",Bayes
21,credit_g,xgb,,7,AUC,0.7287238095238094,"OrderedDict([('gamma', 0.14569196588316546), ('learning_rate', 0.9639614924947376), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 2), ('n_estimators', 696), ('nthread', 4), ('reg_alpha', 9.845527938271644), ('reg_lambda', 0.13564373650332295), ('subsample', 0.61381578625474)])",Bayes
22,credit_g,xgb,,7,Accuracy,0.722,"OrderedDict([('gamma', 0.14569196588316546), ('learning_rate', 0.9639614924947376), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 2), ('n_estimators', 696), ('nthread', 4), ('reg_alpha', 9.845527938271644), ('reg_lambda', 0.13564373650332295), ('subsample', 0.61381578625474)])",Bayes
23,credit_g,xgb,,7,Brier,0.18207482631202698,"OrderedDict([('gamma', 0.14569196588316546), ('learning_rate', 0.9639614924947376), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 2), ('n_estimators', 696), ('nthread', 4), ('reg_alpha', 9.845527938271644), ('reg_lambda', 0.13564373650332295), ('subsample', 0.61381578625474)])",Bayes
24,credit_g,xgb,,8,AUC,0.7297333333333333,"OrderedDict([('gamma', 0.4348243379395532), ('learning_rate', 0.7207436192321488), ('max_depth', 7), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 848), ('nthread', 4), ('reg_alpha', 5.722915403083471), ('reg_lambda', 6.225428148799203), ('subsample', 0.7718901781323235)])",Bayes
25,credit_g,xgb,,8,Accuracy,0.73,"OrderedDict([('gamma', 0.4348243379395532), ('learning_rate', 0.7207436192321488), ('max_depth', 7), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 848), ('nthread', 4), ('reg_alpha', 5.722915403083471), ('reg_lambda', 6.225428148799203), ('subsample', 0.7718901781323235)])",Bayes
26,credit_g,xgb,,8,Brier,0.1820762140140529,"OrderedDict([('gamma', 0.4348243379395532), ('learning_rate', 0.7207436192321488), ('max_depth', 7), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 848), ('nthread', 4), ('reg_alpha', 5.722915403083471), ('reg_lambda', 6.225428148799203), ('subsample', 0.7718901781323235)])",Bayes
27,credit_g,xgb,,9,AUC,0.7391714285714286,"OrderedDict([('gamma', 1.0), ('learning_rate', 0.01), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 1000), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 0.01), ('subsample', 1.0)])",Bayes
28,credit_g,xgb,,9,Accuracy,0.732,"OrderedDict([('gamma', 1.0), ('learning_rate', 0.01), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 1000), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 0.01), ('subsample', 1.0)])",Bayes
29,credit_g,xgb,,9,Brier,0.17851778448581204,"OrderedDict([('gamma', 1.0), ('learning_rate', 0.01), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 1000), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 0.01), ('subsample', 1.0)])",Bayes
30,credit_g,xgb,,10,AUC,0.7386190476190477,"OrderedDict([('gamma', 0.16373565391191627), ('learning_rate', 0.7238267680346746), ('max_depth', 3), ('max_leaves', 5), ('min_child_weight', 1), ('n_estimators', 408), ('nthread', 4), ('reg_alpha', 6.343855105348708), ('reg_lambda', 0.5717428323255666), ('subsample', 0.6943846054428628)])",Bayes
31,credit_g,xgb,,10,Accuracy,0.72,"OrderedDict([('gamma', 0.16373565391191627), ('learning_rate', 0.7238267680346746), ('max_depth', 3), ('max_leaves', 5), ('min_child_weight', 1), ('n_estimators', 408), ('nthread', 4), ('reg_alpha', 6.343855105348708), ('reg_lambda', 0.5717428323255666), ('subsample', 0.6943846054428628)])",Bayes
32,credit_g,xgb,,10,Brier,0.1827537166038511,"OrderedDict([('gamma', 0.16373565391191627), ('learning_rate', 0.7238267680346746), ('max_depth', 3), ('max_leaves', 5), ('min_child_weight', 1), ('n_estimators', 408), ('nthread', 4), ('reg_alpha', 6.343855105348708), ('reg_lambda', 0.5717428323255666), ('subsample', 0.6943846054428628)])",Bayes
33,credit_g,xgb,,11,AUC,0.7114,"OrderedDict([('gamma', 1.0), ('learning_rate', 1.0), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 10), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 10.0), ('subsample', 0.5)])",Bayes
34,credit_g,xgb,,11,Accuracy,0.696,"OrderedDict([('gamma', 1.0), ('learning_rate', 1.0), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 10), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 10.0), ('subsample', 0.5)])",Bayes
35,credit_g,xgb,,11,Brier,0.18957208199446557,"OrderedDict([('gamma', 1.0), ('learning_rate', 1.0), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 10), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 10.0), ('subsample', 0.5)])",Bayes
36,credit_g,xgb,,12,AUC,0.7286095238095238,"OrderedDict([('gamma', 0.9261972434220734), ('learning_rate', 0.060432169366364814), ('max_depth', 5), ('max_leaves', 2), ('min_child_weight', 9), ('n_estimators', 992), ('nthread', 4), ('reg_alpha', 0.17477094764507556), ('reg_lambda', 0.8138066249266129), ('subsample', 0.9754287190920607)])",Bayes
37,credit_g,xgb,,12,Accuracy,0.706,"OrderedDict([('gamma', 0.9261972434220734), ('learning_rate', 0.060432169366364814), ('max_depth', 5), ('max_leaves', 2), ('min_child_weight', 9), ('n_estimators', 992), ('nthread', 4), ('reg_alpha', 0.17477094764507556), ('reg_lambda', 0.8138066249266129), ('subsample', 0.9754287190920607)])",Bayes
38,credit_g,xgb,,12,Brier,0.18288978048660687,"OrderedDict([('gamma', 0.9261972434220734), ('learning_rate', 0.060432169366364814), ('max_depth', 5), ('max_leaves', 2), ('min_child_weight', 9), ('n_estimators', 992), ('nthread', 4), ('reg_alpha', 0.17477094764507556), ('reg_lambda', 0.8138066249266129), ('subsample', 0.9754287190920607)])",Bayes
39,credit_g,xgb,,13,AUC,0.7374761904761905,"OrderedDict([('gamma', 0.07934380671494927), ('learning_rate', 0.9214418410123616), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 927), ('nthread', 4), ('reg_alpha', 9.978967381239555), ('reg_lambda', 9.865713209092592), ('subsample', 0.6666515332289731)])",Bayes
40,credit_g,xgb,,13,Accuracy,0.734,"OrderedDict([('gamma', 0.07934380671494927), ('learning_rate', 0.9214418410123616), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 927), ('nthread', 4), ('reg_alpha', 9.978967381239555), ('reg_lambda', 9.865713209092592), ('subsample', 0.6666515332289731)])",Bayes
41,credit_g,xgb,,13,Brier,0.17890449143872025,"OrderedDict([('gamma', 0.07934380671494927), ('learning_rate', 0.9214418410123616), ('max_depth', 2), ('max_leaves', 10), ('min_child_weight', 1), ('n_estimators', 927), ('nthread', 4), ('reg_alpha', 9.978967381239555), ('reg_lambda', 9.865713209092592), ('subsample', 0.6666515332289731)])",Bayes
42,credit_g,xgb,,14,AUC,0.7133333333333334,"OrderedDict([('gamma', 0.985718306499355), ('learning_rate', 0.8508893317391758), ('max_depth', 9), ('max_leaves', 9), ('min_child_weight', 9), ('n_estimators', 159), ('nthread', 4), ('reg_alpha', 0.8412390696687122), ('reg_lambda', 0.44491810090034756), ('subsample', 0.9950030398333103)])",Bayes
43,credit_g,xgb,,14,Accuracy,0.7,"OrderedDict([('gamma', 0.985718306499355), ('learning_rate', 0.8508893317391758), ('max_depth', 9), ('max_leaves', 9), ('min_child_weight', 9), ('n_estimators', 159), ('nthread', 4), ('reg_alpha', 0.8412390696687122), ('reg_lambda', 0.44491810090034756), ('subsample', 0.9950030398333103)])",Bayes
44,credit_g,xgb,,14,Brier,0.18862641779781567,"OrderedDict([('gamma', 0.985718306499355), ('learning_rate', 0.8508893317391758), ('max_depth', 9), ('max_leaves', 9), ('min_child_weight', 9), ('n_estimators', 159), ('nthread', 4), ('reg_alpha', 0.8412390696687122), ('reg_lambda', 0.44491810090034756), ('subsample', 0.9950030398333103)])",Bayes
45,credit_g,xgb,,15,AUC,0.7190857142857143,"OrderedDict([('gamma', 0.13526571537645726), ('learning_rate', 0.7934398285369492), ('max_depth', 9), ('max_leaves', 4), ('min_child_weight', 9), ('n_estimators', 559), ('nthread', 4), ('reg_alpha', 4.17876259998401), ('reg_lambda', 9.420279795841049), ('subsample', 0.9320366095554998)])",Bayes
46,credit_g,xgb,,15,Accuracy,0.702,"OrderedDict([('gamma', 0.13526571537645726), ('learning_rate', 0.7934398285369492), ('max_depth', 9), ('max_leaves', 4), ('min_child_weight', 9), ('n_estimators', 559), ('nthread', 4), ('reg_alpha', 4.17876259998401), ('reg_lambda', 9.420279795841049), ('subsample', 0.9320366095554998)])",Bayes
47,credit_g,xgb,,15,Brier,0.18597443435364172,"OrderedDict([('gamma', 0.13526571537645726), ('learning_rate', 0.7934398285369492), ('max_depth', 9), ('max_leaves', 4), ('min_child_weight', 9), ('n_estimators', 559), ('nthread', 4), ('reg_alpha', 4.17876259998401), ('reg_lambda', 9.420279795841049), ('subsample', 0.9320366095554998)])",Bayes
48,credit_g,xgb,,16,AUC,0.7346,"OrderedDict([('gamma', 0.653317793899056), ('learning_rate', 0.16275108042734965), ('max_depth', 5), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 795), ('nthread', 4), ('reg_alpha', 4.208504319539554), ('reg_lambda', 1.359303085680718), ('subsample', 0.6424837097028014)])",Bayes
49,credit_g,xgb,,16,Accuracy,0.714,"OrderedDict([('gamma', 0.653317793899056), ('learning_rate', 0.16275108042734965), ('max_depth', 5), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 795), ('nthread', 4), ('reg_alpha', 4.208504319539554), ('reg_lambda', 1.359303085680718), ('subsample', 0.6424837097028014)])",Bayes
50,credit_g,xgb,,16,Brier,0.18138571328852704,"OrderedDict([('gamma', 0.653317793899056), ('learning_rate', 0.16275108042734965), ('max_depth', 5), ('max_leaves', 2), ('min_child_weight', 2), ('n_estimators', 795), ('nthread', 4), ('reg_alpha', 4.208504319539554), ('reg_lambda', 1.359303085680718), ('subsample', 0.6424837097028014)])",Bayes
51,credit_g,xgb,,17,AUC,0.7336857142857143,"OrderedDict([('gamma', 0.9069553827135033), ('learning_rate', 0.07609704794323947), ('max_depth', 10), ('max_leaves', 7), ('min_child_weight', 1), ('n_estimators', 984), ('nthread', 4), ('reg_alpha', 0.9973213352329453), ('reg_lambda', 0.8489686169920703), ('subsample', 0.9870389122365995)])",Bayes
52,credit_g,xgb,,17,Accuracy,0.73,"OrderedDict([('gamma', 0.9069553827135033), ('learning_rate', 0.07609704794323947), ('max_depth', 10), ('max_leaves', 7), ('min_child_weight', 1), ('n_estimators', 984), ('nthread', 4), ('reg_alpha', 0.9973213352329453), ('reg_lambda', 0.8489686169920703), ('subsample', 0.9870389122365995)])",Bayes
53,credit_g,xgb,,17,Brier,0.18084091947928044,"OrderedDict([('gamma', 0.9069553827135033), ('learning_rate', 0.07609704794323947), ('max_depth', 10), ('max_leaves', 7), ('min_child_weight', 1), ('n_estimators', 984), ('nthread', 4), ('reg_alpha', 0.9973213352329453), ('reg_lambda', 0.8489686169920703), ('subsample', 0.9870389122365995)])",Bayes
54,credit_g,xgb,,18,AUC,0.7266285714285714,"OrderedDict([('gamma', 0.992803764943314), ('learning_rate', 0.9235895612231546), ('max_depth', 10), ('max_leaves', 10), ('min_child_weight', 6), ('n_estimators', 948), ('nthread', 4), ('reg_alpha', 0.9495856649431105), ('reg_lambda', 1.0005374195135488), ('subsample', 0.9991082852498017)])",Bayes
55,credit_g,xgb,,18,Accuracy,0.72,"OrderedDict([('gamma', 0.992803764943314), ('learning_rate', 0.9235895612231546), ('max_depth', 10), ('max_leaves', 10), ('min_child_weight', 6), ('n_estimators', 948), ('nthread', 4), ('reg_alpha', 0.9495856649431105), ('reg_lambda', 1.0005374195135488), ('subsample', 0.9991082852498017)])",Bayes
56,credit_g,xgb,,18,Brier,0.18325776292071438,"OrderedDict([('gamma', 0.992803764943314), ('learning_rate', 0.9235895612231546), ('max_depth', 10), ('max_leaves', 10), ('min_child_weight', 6), ('n_estimators', 948), ('nthread', 4), ('reg_alpha', 0.9495856649431105), ('reg_lambda', 1.0005374195135488), ('subsample', 0.9991082852498017)])",Bayes
57,credit_g,xgb,,19,AUC,0.7361809523809524,"OrderedDict([('gamma', 0.9419479323665116), ('learning_rate', 0.12113655387899952), ('max_depth', 2), ('max_leaves', 3), ('min_child_weight', 1), ('n_estimators', 59), ('nthread', 4), ('reg_alpha', 1.3736564677999021), ('reg_lambda', 0.11164267544773782), ('subsample', 0.9737559672067329)])",Bayes
58,credit_g,xgb,,19,Accuracy,0.73,"OrderedDict([('gamma', 0.9419479323665116), ('learning_rate', 0.12113655387899952), ('max_depth', 2), ('max_leaves', 3), ('min_child_weight', 1), ('n_estimators', 59), ('nthread', 4), ('reg_alpha', 1.3736564677999021), ('reg_lambda', 0.11164267544773782), ('subsample', 0.9737559672067329)])",Bayes
59,credit_g,xgb,,19,Brier,0.17966962443372705,"OrderedDict([('gamma', 0.9419479323665116), ('learning_rate', 0.12113655387899952), ('max_depth', 2), ('max_leaves', 3), ('min_child_weight', 1), ('n_estimators', 59), ('nthread', 4), ('reg_alpha', 1.3736564677999021), ('reg_lambda', 0.11164267544773782), ('subsample', 0.9737559672067329)])",Bayes
60,credit_g,xgb,,20,AUC,0.7350857142857142,"OrderedDict([('gamma', 0.0796531137633442), ('learning_rate', 0.42644774857427004), ('max_depth', 7), ('max_leaves', 3), ('min_child_weight', 1), ('n_estimators', 579), ('nthread', 4), ('reg_alpha', 7.106048262016742), ('reg_lambda', 9.565096124875275), ('subsample', 0.7067737294037058)])",Bayes
61,credit_g,xgb,,20,Accuracy,0.73,"OrderedDict([('gamma', 0.0796531137633442), ('learning_rate', 0.42644774857427004), ('max_depth', 7), ('max_leaves', 3), ('min_child_weight', 1), ('n_estimators', 579), ('nthread', 4), ('reg_alpha', 7.106048262016742), ('reg_lambda', 9.565096124875275), ('subsample', 0.7067737294037058)])",Bayes
62,credit_g,xgb,,20,Brier,0.1807521655088464,"OrderedDict([('gamma', 0.0796531137633442), ('learning_rate', 0.42644774857427004), ('max_depth', 7), ('max_leaves', 3), ('min_child_weight', 1), ('n_estimators', 579), ('nthread', 4), ('reg_alpha', 7.106048262016742), ('reg_lambda', 9.565096124875275), ('subsample', 0.7067737294037058)])",Bayes
63,credit_g,xgb,,21,AUC,0.7303809523809524,"OrderedDict([('gamma', 0.7457848741112886), ('learning_rate', 0.5531502889599291), ('max_depth', 9), ('max_leaves', 7), ('min_child_weight', 6), ('n_estimators', 723), ('nthread', 4), ('reg_alpha', 8.309018238839082), ('reg_lambda', 4.32493160010128), ('subsample', 0.6078617759969125)])",Bayes
64,credit_g,xgb,,21,Accuracy,0.704,"OrderedDict([('gamma', 0.7457848741112886), ('learning_rate', 0.5531502889599291), ('max_depth', 9), ('max_leaves', 7), ('min_child_weight', 6), ('n_estimators', 723), ('nthread', 4), ('reg_alpha', 8.309018238839082), ('reg_lambda', 4.32493160010128), ('subsample', 0.6078617759969125)])",Bayes
65,credit_g,xgb,,21,Brier,0.18202353424767653,"OrderedDict([('gamma', 0.7457848741112886), ('learning_rate', 0.5531502889599291), ('max_depth', 9), ('max_leaves', 7), ('min_child_weight', 6), ('n_estimators', 723), ('nthread', 4), ('reg_alpha', 8.309018238839082), ('reg_lambda', 4.32493160010128), ('subsample', 0.6078617759969125)])",Bayes
66,credit_g,xgb,,22,AUC,0.716,"OrderedDict([('gamma', 1.0), ('learning_rate', 1.0), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 10), ('n_estimators', 1000), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 0.01), ('subsample', 1.0)])",Bayes
67,credit_g,xgb,,22,Accuracy,0.68,"OrderedDict([('gamma', 1.0), ('learning_rate', 1.0), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 10), ('n_estimators', 1000), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 0.01), ('subsample', 1.0)])",Bayes
68,credit_g,xgb,,22,Brier,0.18808217569876917,"OrderedDict([('gamma', 1.0), ('learning_rate', 1.0), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 10), ('n_estimators', 1000), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 0.01), ('subsample', 1.0)])",Bayes
69,credit_g,xgb,,23,AUC,0.716,"OrderedDict([('gamma', 1.0), ('learning_rate', 1.0), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 10), ('n_estimators', 10), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 0.01), ('subsample', 1.0)])",Bayes
70,credit_g,xgb,,23,Accuracy,0.68,"OrderedDict([('gamma', 1.0), ('learning_rate', 1.0), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 10), ('n_estimators', 10), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 0.01), ('subsample', 1.0)])",Bayes
71,credit_g,xgb,,23,Brier,0.18808217752051185,"OrderedDict([('gamma', 1.0), ('learning_rate', 1.0), ('max_depth', 2), ('max_leaves', 0), ('min_child_weight', 10), ('n_estimators', 10), ('nthread', 4), ('reg_alpha', 0.01), ('reg_lambda', 0.01), ('subsample', 1.0)])",Bayes
72,credit_g,xgb,,24,AUC,0.7408190476190477,"OrderedDict([('gamma', 0.9839713795183253), ('learning_rate', 0.8132147663440644), ('max_depth', 7), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 347), ('nthread', 4), ('reg_alpha', 0.17587192399859958), ('reg_lambda', 1.4034712139077248), ('subsample', 0.963707638427572)])",Bayes
73,credit_g,xgb,,24,Accuracy,0.72,"OrderedDict([('gamma', 0.9839713795183253), ('learning_rate', 0.8132147663440644), ('max_depth', 7), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 347), ('nthread', 4), ('reg_alpha', 0.17587192399859958), ('reg_lambda', 1.4034712139077248), ('subsample', 0.963707638427572)])",Bayes
74,credit_g,xgb,,24,Brier,0.18249551811136078,"OrderedDict([('gamma', 0.9839713795183253), ('learning_rate', 0.8132147663440644), ('max_depth', 7), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 347), ('nthread', 4), ('reg_alpha', 0.17587192399859958), ('reg_lambda', 1.4034712139077248), ('subsample', 0.963707638427572)])",Bayes
75,credit_g,xgb,,25,AUC,0.715857142857143,"OrderedDict([('gamma', 0.12312399557632907), ('learning_rate', 0.07532764712084508), ('max_depth', 9), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 872), ('nthread', 4), ('reg_alpha', 9.878726434585568), ('reg_lambda', 1.6883111229341747), ('subsample', 0.5168373557732374)])",Bayes
76,credit_g,xgb,,25,Accuracy,0.71,"OrderedDict([('gamma', 0.12312399557632907), ('learning_rate', 0.07532764712084508), ('max_depth', 9), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 872), ('nthread', 4), ('reg_alpha', 9.878726434585568), ('reg_lambda', 1.6883111229341747), ('subsample', 0.5168373557732374)])",Bayes
77,credit_g,xgb,,25,Brier,0.184911971270335,"OrderedDict([('gamma', 0.12312399557632907), ('learning_rate', 0.07532764712084508), ('max_depth', 9), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 872), ('nthread', 4), ('reg_alpha', 9.878726434585568), ('reg_lambda', 1.6883111229341747), ('subsample', 0.5168373557732374)])",Bayes
78,credit_g,xgb,,26,AUC,0.730847619047619,"OrderedDict([('gamma', 0.9732455549116246), ('learning_rate', 0.19935825754074363), ('max_depth', 2), ('max_leaves', 2), ('min_child_weight', 1), ('n_estimators', 971), ('nthread', 4), ('reg_alpha', 0.5913723169268107), ('reg_lambda', 8.145619361733067), ('subsample', 0.9872380421338326)])",Bayes
