params,a_scores
"{'gbc__learning_rate': 0.04337936291096787, 'gbc__max_depth': 1, 'gbc__max_leaf_nodes': 21, 'gbc__min_samples_leaf': 36, 'gbc__n_estimators': 196}",0.6279999999999999
"{'gbc__learning_rate': 0.9405095646445645, 'gbc__max_depth': 6, 'gbc__max_leaf_nodes': 16, 'gbc__min_samples_leaf': 18, 'gbc__n_estimators': 150}",0.8265
"{'gbc__learning_rate': 0.7479606908723343, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 24, 'gbc__min_samples_leaf': 45, 'gbc__n_estimators': 157}",0.8254999999999999
"{'gbc__learning_rate': 0.8591331190659183, 'gbc__max_depth': 9, 'gbc__max_leaf_nodes': 13, 'gbc__min_samples_leaf': 14, 'gbc__n_estimators': 462}",0.8385
"{'gbc__learning_rate': 0.11580798398985447, 'gbc__max_depth': 11, 'gbc__max_leaf_nodes': 24, 'gbc__min_samples_leaf': 10, 'gbc__n_estimators': 348}",0.849
"{'gbc__learning_rate': 0.9807477121994408, 'gbc__max_depth': 12, 'gbc__max_leaf_nodes': 8, 'gbc__min_samples_leaf': 11, 'gbc__n_estimators': 180}",0.8194999999999999
"{'gbc__learning_rate': 0.7252358649483179, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 34, 'gbc__min_samples_leaf': 10, 'gbc__n_estimators': 24}",0.8155000000000001
"{'gbc__learning_rate': 0.0656467345569366, 'gbc__max_depth': 2, 'gbc__max_leaf_nodes': 47, 'gbc__min_samples_leaf': 16, 'gbc__n_estimators': 273}",0.7425
"{'gbc__learning_rate': 0.6197864390189105, 'gbc__max_depth': 4, 'gbc__max_leaf_nodes': 46, 'gbc__min_samples_leaf': 47, 'gbc__n_estimators': 433}",0.8164999999999999
"{'gbc__learning_rate': 0.5244350954960795, 'gbc__max_depth': 8, 'gbc__max_leaf_nodes': 49, 'gbc__min_samples_leaf': 18, 'gbc__n_estimators': 419}",0.8469999999999999
"{'gbc__learning_rate': 0.056666453522918596, 'gbc__max_depth': 9, 'gbc__max_leaf_nodes': 39, 'gbc__min_samples_leaf': 10, 'gbc__n_estimators': 252}",0.8445
"{'gbc__learning_rate': 0.41511863434545815, 'gbc__max_depth': 12, 'gbc__max_leaf_nodes': 29, 'gbc__min_samples_leaf': 29, 'gbc__n_estimators': 459}",0.8375
