params,a_scores
"{'xgb__learning_rate': 2.9771605255322298, 'xgb__max_depth': 3, 'xgb__min_child_weight': 4.112389418986563, 'xgb__n_estimators': 498}",0.516
"{'xgb__learning_rate': 5.767598205183184, 'xgb__max_depth': 13, 'xgb__min_child_weight': 4.823070978811437, 'xgb__n_estimators': 231}",0.5635
"{'xgb__learning_rate': 4.388370028234501, 'xgb__max_depth': 11, 'xgb__min_child_weight': 5.726635422394696, 'xgb__n_estimators': 3744}",0.5605
"{'xgb__learning_rate': 2.3566275697401196, 'xgb__max_depth': 11, 'xgb__min_child_weight': 3.6478482725919457, 'xgb__n_estimators': 1377}",0.5539999999999999
"{'xgb__learning_rate': 3.2798627890405587, 'xgb__max_depth': 4, 'xgb__min_child_weight': 1.6622201766237787, 'xgb__n_estimators': 4754}",0.523
"{'xgb__learning_rate': 8.363942261443647, 'xgb__max_depth': 8, 'xgb__min_child_weight': 1.828679786354698, 'xgb__n_estimators': 1879}",0.5765
"{'xgb__learning_rate': 4.942407733646083, 'xgb__max_depth': 13, 'xgb__min_child_weight': 6.003971548950937, 'xgb__n_estimators': 2764}",0.5195000000000001
"{'xgb__learning_rate': 3.6325603465425846, 'xgb__max_depth': 14, 'xgb__min_child_weight': 0.7481372605343245, 'xgb__n_estimators': 1259}",0.548
"{'xgb__learning_rate': 4.507073362339577, 'xgb__max_depth': 12, 'xgb__min_child_weight': 6.863872712521299, 'xgb__n_estimators': 2695}",0.554
"{'xgb__learning_rate': 3.2863031798333364, 'xgb__max_depth': 5, 'xgb__min_child_weight': 5.638733896169152, 'xgb__n_estimators': 1469}",0.554
"{'xgb__learning_rate': 5.928972864514188, 'xgb__max_depth': 2, 'xgb__min_child_weight': 1.559239590649804, 'xgb__n_estimators': 558}",0.5405
"{'xgb__learning_rate': 2.4828028906114463, 'xgb__max_depth': 11, 'xgb__min_child_weight': 0.0023243894775694107, 'xgb__n_estimators': 1005}",0.8215
"{'xgb__learning_rate': 9.818560168604032, 'xgb__max_depth': 6, 'xgb__min_child_weight': 5.057320221506414, 'xgb__n_estimators': 2642}",0.5109999999999999
"{'xgb__learning_rate': 6.200903434093135, 'xgb__max_depth': 11, 'xgb__min_child_weight': 4.557305767945944, 'xgb__n_estimators': 1994}",0.5445
