params,a_scores
"{'learning_rate': 0.3963437307387663, 'max_depth': 7, 'min_child_weight': 6.57986487364921, 'n_estimators': 4148}",0.7045
"{'learning_rate': 1.723216685674216, 'max_depth': 14, 'min_child_weight': 6.478806309248779, 'n_estimators': 1989}",0.642
"{'learning_rate': 2.5937328791800516, 'max_depth': 14, 'min_child_weight': 6.789294356357699, 'n_estimators': 4536}",0.502
"{'learning_rate': 5.40241499895893, 'max_depth': 10, 'min_child_weight': 3.2970173500374003, 'n_estimators': 1224}",0.5005
"{'learning_rate': 1.374493749586545, 'max_depth': 6, 'min_child_weight': 2.7775108427588755, 'n_estimators': 3063}",0.671
"{'learning_rate': 7.926498433163336, 'max_depth': 1, 'min_child_weight': 1.0263475011258052, 'n_estimators': 400}",0.3795
"{'learning_rate': 1.462818994610321, 'max_depth': 1, 'min_child_weight': 0.852737873145852, 'n_estimators': 537}",0.5774999999999999
"{'learning_rate': 4.882652707572658, 'max_depth': 13, 'min_child_weight': 2.599160901885671, 'n_estimators': 1709}",0.521
"{'learning_rate': 9.224173616683824, 'max_depth': 14, 'min_child_weight': 2.8492998552538773, 'n_estimators': 1324}",0.526
"{'learning_rate': 8.643723462240843, 'max_depth': 13, 'min_child_weight': 4.274426753490076, 'n_estimators': 2300}",0.5475
"{'learning_rate': 0.5825425465537282, 'max_depth': 9, 'min_child_weight': 5.367362307962328, 'n_estimators': 3867}",0.7020000000000001
"{'learning_rate': 6.301138228918743, 'max_depth': 11, 'min_child_weight': 5.865920914115681, 'n_estimators': 1395}",0.5275000000000001
"{'learning_rate': 4.726983464361824, 'max_depth': 14, 'min_child_weight': 1.1055683551496838, 'n_estimators': 572}",0.504
"{'learning_rate': 4.007966667719965, 'max_depth': 10, 'min_child_weight': 3.6202659364243237, 'n_estimators': 255}",0.499
"{'learning_rate': 8.027650972157149, 'max_depth': 5, 'min_child_weight': 0.17371174431702896, 'n_estimators': 2194}",0.554
"{'learning_rate': 2.9771605255322298, 'max_depth': 3, 'min_child_weight': 4.112389418986563, 'n_estimators': 498}",0.523
"{'learning_rate': 5.767598205183184, 'max_depth': 13, 'min_child_weight': 4.823070978811437, 'n_estimators': 231}",0.5195000000000001
"{'learning_rate': 4.388370028234501, 'max_depth': 11, 'min_child_weight': 5.726635422394696, 'n_estimators': 3744}",0.5005
"{'learning_rate': 2.3566275697401196, 'max_depth': 11, 'min_child_weight': 3.6478482725919457, 'n_estimators': 1377}",0.5075000000000001
"{'learning_rate': 3.2798627890405587, 'max_depth': 4, 'min_child_weight': 1.6622201766237787, 'n_estimators': 4754}",0.5424999999999999
"{'learning_rate': 8.363942261443647, 'max_depth': 8, 'min_child_weight': 1.828679786354698, 'n_estimators': 1879}",0.5335
"{'learning_rate': 4.942407733646083, 'max_depth': 13, 'min_child_weight': 6.003971548950937, 'n_estimators': 2764}",0.5185000000000001
"{'learning_rate': 3.6325603465425846, 'max_depth': 14, 'min_child_weight': 0.7481372605343245, 'n_estimators': 1259}",0.5
"{'learning_rate': 4.507073362339577, 'max_depth': 12, 'min_child_weight': 6.863872712521299, 'n_estimators': 2695}",0.5265
"{'learning_rate': 3.2863031798333364, 'max_depth': 5, 'min_child_weight': 5.638733896169152, 'n_estimators': 1469}",0.5185
"{'learning_rate': 5.928972864514188, 'max_depth': 2, 'min_child_weight': 1.559239590649804, 'n_estimators': 558}",0.576
"{'learning_rate': 2.4828028906114463, 'max_depth': 11, 'min_child_weight': 0.0023243894775694107, 'n_estimators': 1005}",0.7525
"{'learning_rate': 9.818560168604032, 'max_depth': 6, 'min_child_weight': 5.057320221506414, 'n_estimators': 2642}",0.506
"{'learning_rate': 6.200903434093135, 'max_depth': 11, 'min_child_weight': 4.557305767945944, 'n_estimators': 1994}",0.5165
