,wektor parametrów 1,mean_score_dane1,mean_score_dane2,mean_score_dane3,mean_score_dane4
27,"{'ccp_alpha': 0.9946434676752095, 'max_depth': 23, 'min_samples_leaf': 22, 'min_samples_split': 38}",0.5,0.5,0.5,0.5
28,"{'ccp_alpha': 0.4196113499484212, 'max_depth': 3, 'min_samples_leaf': 33, 'min_samples_split': 22}",0.5,0.5,0.5,0.5
29,"{'ccp_alpha': 0.004466666265900886, 'max_depth': 21, 'min_samples_leaf': 56, 'min_samples_split': 59}",0.8211692580974628,0.8470571511887742,0.5,0.848230857832527
30,"{'ccp_alpha': 0.004417715703289485, 'max_depth': 7, 'min_samples_leaf': 58, 'min_samples_split': 56}",0.801492588160361,0.8352196496006513,0.5,0.848230857832527
31,"{'ccp_alpha': 0.003147702068132005, 'max_depth': 25, 'min_samples_leaf': 54, 'min_samples_split': 54}",0.8364638610678824,0.8348525359223565,0.5,0.8561400807378389
32,"{'ccp_alpha': 0.0043360167442896775, 'max_depth': 25, 'min_samples_leaf': 57, 'min_samples_split': 18}",0.8211692580974628,0.8449428117966825,0.5,0.8516125282703687
33,"{'ccp_alpha': 0.004306744748773772, 'max_depth': 25, 'min_samples_leaf': 57, 'min_samples_split': 28}",0.801492588160361,0.8409595440638654,0.5,0.8516125282703687
34,"{'ccp_alpha': 0.003253715657517974, 'max_depth': 14, 'min_samples_leaf': 54, 'min_samples_split': 27}",0.8099536696090507,0.8503608024136657,0.5,0.8561400807378389
35,"{'ccp_alpha': 0.004455741471696794, 'max_depth': 20, 'min_samples_leaf': 20, 'min_samples_split': 56}",0.801492588160361,0.6933112578836591,0.5,0.848230857832527
36,"{'ccp_alpha': 0.6813432920295053, 'max_depth': 27, 'min_samples_leaf': 15, 'min_samples_split': 10}",0.5,0.5,0.5,0.5
37,"{'ccp_alpha': 0.002407858050213616, 'max_depth': 16, 'min_samples_leaf': 54, 'min_samples_split': 39}",0.8453948956231916,0.8504638079378914,0.5,0.8626442881178278
38,"{'ccp_alpha': 0.18204899423987453, 'max_depth': 9, 'min_samples_leaf': 41, 'min_samples_split': 35}",0.5,0.5,0.5,0.5
39,"{'ccp_alpha': 0.003147702068132005, 'max_depth': 23, 'min_samples_leaf': 54, 'min_samples_split': 48}",0.8317086464170576,0.8498374763151224,0.5,0.8561400807378389
40,"{'ccp_alpha': 0.0012593427296839696, 'max_depth': 17, 'min_samples_leaf': 54, 'min_samples_split': 31}",0.8282220835375169,0.850626496254143,0.5,0.8781924778569934
41,"{'ccp_alpha': 0.003253715657517974, 'max_depth': 11, 'min_samples_leaf': 54, 'min_samples_split': 33}",0.849440785831925,0.8417418541950686,0.5,0.8561400807378389
42,"{'ccp_alpha': 0.0024058333501265853, 'max_depth': 20, 'min_samples_leaf': 54, 'min_samples_split': 38}",0.8376453564277074,0.8468783749501178,0.5,0.8626442881178278
43,"{'ccp_alpha': 0.0012857184632590812, 'max_depth': 20, 'min_samples_leaf': 54, 'min_samples_split': 40}",0.8390415811702663,0.8410701936164202,0.5,0.8781924778569934
44,"{'ccp_alpha': 0.00011815790365425974, 'max_depth': 16, 'min_samples_leaf': 53, 'min_samples_split': 42}",0.8494499300068291,0.8516245387821018,0.5,0.8897298415940078
45,"{'ccp_alpha': 0.0012593427296839696, 'max_depth': 21, 'min_samples_leaf': 53, 'min_samples_split': 30}",0.8465981506571195,0.8511381550189222,0.5,0.8781198070392813
46,"{'ccp_alpha': 0.14496462409810296, 'max_depth': 22, 'min_samples_leaf': 31, 'min_samples_split': 21}",0.5,0.5,0.5,0.5
47,"{'ccp_alpha': 0.0011839985080618401, 'max_depth': 26, 'min_samples_leaf': 53, 'min_samples_split': 37}",0.8534578145151068,0.85115604879093,0.5,0.8781065941633338
48,"{'ccp_alpha': 0.0006510452742875738, 'max_depth': 13, 'min_samples_leaf': 53, 'min_samples_split': 41}",0.8506348640474657,0.8506820278526371,0.5,0.8842880729954148
49,"{'ccp_alpha': 0.00032216182895068723, 'max_depth': 29, 'min_samples_leaf': 53, 'min_samples_split': 38}",0.8463842855508561,0.8465491777209287,0.5,0.8881775006217756
