,iter,dataset,hyperparameters,roc_auc
22,22,spam,"{'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9298793720041209
23,23,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 51, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9565056862743015
24,24,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 11, 'model__n_estimators': 479, 'model__random_state': 42}",0.9649554748874944
25,25,spam,"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 391, 'model__random_state': 42}",0.9528174579006894
26,26,spam,"{'model__max_depth': 7, 'model__min_samples_leaf': 8, 'model__min_samples_split': 29, 'model__n_estimators': 1709, 'model__random_state': 42}",0.9535335097734947
27,27,spam,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1133, 'model__random_state': 42}",0.9309287249213456
28,28,spam,"{'model__max_depth': 7, 'model__min_samples_leaf': 60, 'model__min_samples_split': 16, 'model__n_estimators': 266, 'model__random_state': 42}",0.9438624215293216
29,29,spam,"{'model__max_depth': 5, 'model__min_samples_leaf': 36, 'model__min_samples_split': 43, 'model__n_estimators': 741, 'model__random_state': 42}",0.9457429710666558
30,30,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1099, 'model__random_state': 42}",0.9683158016459672
31,31,spam,"{'model__max_depth': 4, 'model__min_samples_leaf': 37, 'model__min_samples_split': 44, 'model__n_estimators': 738, 'model__random_state': 42}",0.9434251561709225
32,32,spam,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 57, 'model__n_estimators': 950, 'model__random_state': 42}",0.9402423658368001
33,33,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 48, 'model__n_estimators': 1240, 'model__random_state': 42}",0.9570303384416823
34,34,spam,"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 102, 'model__random_state': 42}",0.9608923060316423
35,35,spam,"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1, 'model__random_state': 42}",0.8724236621619909
36,36,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1065, 'model__random_state': 42}",0.9683188913718471
37,37,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 18, 'model__min_samples_split': 2, 'model__n_estimators': 1081, 'model__random_state': 42}",0.9529279336465951
38,38,spam,"{'model__max_depth': 14, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 1966, 'model__random_state': 42}",0.9660304632845523
39,39,spam,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 11, 'model__n_estimators': 155, 'model__random_state': 42}",0.9601714930531854
40,40,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 14, 'model__min_samples_split': 13, 'model__n_estimators': 446, 'model__random_state': 42}",0.9550360179692277
41,41,spam,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 45, 'model__n_estimators': 494, 'model__random_state': 42}",0.9556134323160782
42,42,spam,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 146, 'model__random_state': 42}",0.9291570759029376
43,43,spam,"{'model__max_depth': 14, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 124, 'model__random_state': 42}",0.9626403033662589
44,44,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1082, 'model__random_state': 42}",0.9555141197972079
45,45,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 545, 'model__random_state': 42}",0.9606947369958043
46,46,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 4, 'model__min_samples_split': 17, 'model__n_estimators': 692, 'model__random_state': 42}",0.9607437387374566
47,47,spam,"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 734, 'model__random_state': 42}",0.960832989910591
48,48,spam,"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 632, 'model__random_state': 42}",0.9607457609946153
49,49,spam,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 687, 'model__random_state': 42}",0.9533583205015266
50,50,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 22, 'model__min_samples_split': 2, 'model__n_estimators': 742, 'model__random_state': 42}",0.9516357440741965
51,51,spam,"{'model__max_depth': 12, 'model__min_samples_leaf': 19, 'model__min_samples_split': 60, 'model__n_estimators': 135, 'model__random_state': 42}",0.9513742901172394
52,52,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 620, 'model__random_state': 42}",0.9681883577110874
53,53,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 21, 'model__min_samples_split': 2, 'model__n_estimators': 621, 'model__random_state': 42}",0.9517073118124948
54,54,spam,"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 822, 'model__random_state': 42}",0.9609046264740456
55,55,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 871, 'model__random_state': 42}",0.968213880843974
56,56,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 954, 'model__random_state': 42}",0.9681531544738913
57,57,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 21, 'model__min_samples_split': 2, 'model__n_estimators': 908, 'model__random_state': 42}",0.9517479154911056
58,58,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 901, 'model__random_state': 42}",0.9554066932917961
59,59,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1358, 'model__random_state': 42}",0.9682130856394743
60,60,spam,"{'model__max_depth': 11, 'model__min_samples_leaf': 1, 'model__min_samples_split': 48, 'model__n_estimators': 1415, 'model__random_state': 42}",0.9558276955857368
61,61,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 25, 'model__min_samples_split': 2, 'model__n_estimators': 1339, 'model__random_state': 42}",0.9507664771606347
62,62,spam,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1321, 'model__random_state': 42}",0.963533262448998
63,63,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1840, 'model__random_state': 42}",0.9682355747138868
64,64,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1783, 'model__random_state': 42}",0.9555203883168175
65,65,spam,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1860, 'model__random_state': 42}",0.9652720837223626
66,66,spam,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1510, 'model__random_state': 42}",0.9303114322630931
67,67,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1891, 'model__random_state': 42}",0.9682394849476328
68,68,spam,"{'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 1700, 'model__random_state': 42}",0.9304763415682402
69,69,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1337, 'model__random_state': 42}",0.9555359138684514
70,70,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 15, 'model__min_samples_split': 2, 'model__n_estimators': 1860, 'model__random_state': 42}",0.9544871405710451
71,71,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1590, 'model__random_state': 42}",0.9554487780688635
72,72,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 16, 'model__min_samples_split': 2, 'model__n_estimators': 1481, 'model__random_state': 42}",0.9537998220010302
73,73,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 316, 'model__random_state': 42}",0.9681689796173826
74,74,spam,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 238, 'model__random_state': 42}",0.9678880190256199
75,0,mt,"{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 4, 'model__n_estimators': 479, 'model__random_state': 42}",0.9267915972181202
76,1,mt,"{'model__max_depth': 7, 'model__min_samples_leaf': 25, 'model__min_samples_split': 46, 'model__n_estimators': 415, 'model__random_state': 42}",0.9118738512717919
77,2,mt,"{'model__max_depth': 4, 'model__min_samples_leaf': 56, 'model__min_samples_split': 22, 'model__n_estimators': 1581, 'model__random_state': 42}",0.8855391619278074
78,3,mt,"{'model__max_depth': 9, 'model__min_samples_leaf': 8, 'model__min_samples_split': 29, 'model__n_estimators': 1611, 'model__random_state': 42}",0.9223947155021393
79,4,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 26, 'model__min_samples_split': 25, 'model__n_estimators': 875, 'model__random_state': 42}",0.9238763852580995
80,5,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 6, 'model__min_samples_split': 30, 'model__n_estimators': 49, 'model__random_state': 42}",0.9282684975708712
81,6,mt,"{'model__max_depth': 2, 'model__min_samples_leaf': 50, 'model__min_samples_split': 23, 'model__n_estimators': 1582, 'model__random_state': 42}",0.8684691233391139
82,7,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 51, 'model__min_samples_split': 41, 'model__n_estimators': 259, 'model__random_state': 42}",0.9187377902207604
83,8,mt,"{'model__max_depth': 9, 'model__min_samples_leaf': 32, 'model__min_samples_split': 55, 'model__n_estimators': 266, 'model__random_state': 42}",0.9185584390390771
84,9,mt,"{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 32, 'model__n_estimators': 1811, 'model__random_state': 42}",0.9251729418147189
85,10,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1, 'model__random_state': 42}",0.7911618134947129
86,11,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 40, 'model__n_estimators': 1, 'model__random_state': 42}",0.8716785480243917
87,12,mt,"{'model__max_depth': 11, 'model__min_samples_leaf': 8, 'model__min_samples_split': 13, 'model__n_estimators': 50, 'model__random_state': 42}",0.9267635153308931
88,13,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 10, 'model__min_samples_split': 14, 'model__n_estimators': 1, 'model__random_state': 42}",0.8755882155372081
89,14,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 51, 'model__min_samples_split': 23, 'model__n_estimators': 71, 'model__random_state': 42}",0.9180516215759479
90,15,mt,"{'model__max_depth': 9, 'model__min_samples_leaf': 60, 'model__min_samples_split': 7, 'model__n_estimators': 1783, 'model__random_state': 42}",0.9145973386325748
91,16,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 41, 'model__min_samples_split': 19, 'model__n_estimators': 459, 'model__random_state': 42}",0.9206400478045245
92,17,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 43, 'model__min_samples_split': 4, 'model__n_estimators': 75, 'model__random_state': 42}",0.9196594895371673
93,18,mt,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 7, 'model__n_estimators': 1718, 'model__random_state': 42}",0.8970053392458119
94,19,mt,"{'model__max_depth': 11, 'model__min_samples_leaf': 27, 'model__min_samples_split': 60, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9225057733693193
95,20,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9169686183062555
96,21,mt,"{'model__max_depth': 10, 'model__min_samples_leaf': 27, 'model__min_samples_split': 2, 'model__n_estimators': 1, 'model__random_state': 42}",0.8806799812283389
97,22,mt,"{'model__max_depth': 8, 'model__min_samples_leaf': 10, 'model__min_samples_split': 60, 'model__n_estimators': 57, 'model__random_state': 42}",0.9169895070186727
98,23,mt,"{'model__max_depth': 4, 'model__min_samples_leaf': 60, 'model__min_samples_split': 19, 'model__n_estimators': 493, 'model__random_state': 42}",0.8861409024674638
99,24,mt,"{'model__max_depth': 10, 'model__min_samples_leaf': 19, 'model__min_samples_split': 9, 'model__n_estimators': 449, 'model__random_state': 42}",0.9234596896968725
100,25,mt,"{'model__max_depth': 11, 'model__min_samples_leaf': 18, 'model__min_samples_split': 53, 'model__n_estimators': 469, 'model__random_state': 42}",0.9239654332407403
101,26,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 46, 'model__min_samples_split': 18, 'model__n_estimators': 46, 'model__random_state': 42}",0.9192035398184328
102,27,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 14, 'model__min_samples_split': 27, 'model__n_estimators': 1803, 'model__random_state': 42}",0.9273787219744107
103,28,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 47, 'model__min_samples_split': 55, 'model__n_estimators': 1844, 'model__random_state': 42}",0.9191845770010574
104,29,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 60, 'model__min_samples_split': 27, 'model__n_estimators': 523, 'model__random_state': 42}",0.9170279513387006
105,30,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 5, 'model__min_samples_split': 22, 'model__n_estimators': 1757, 'model__random_state': 42}",0.9293912841545673
106,31,mt,"{'model__max_depth': 11, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9252847631712914
107,32,mt,"{'model__max_depth': 7, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9087813550614555
108,33,mt,"{'model__max_depth': 14, 'model__min_samples_leaf': 46, 'model__min_samples_split': 58, 'model__n_estimators': 1773, 'model__random_state': 42}",0.9196358631282011
109,34,mt,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 57, 'model__n_estimators': 780, 'model__random_state': 42}",0.8301624447385894
110,35,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9171054806141088
111,36,mt,"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 44, 'model__n_estimators': 1996, 'model__random_state': 42}",0.9182526491570167
112,37,mt,"{'model__max_depth': 11, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1897, 'model__random_state': 42}",0.9252708327230372
113,38,mt,"{'model__max_depth': 14, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__n_estimators': 1, 'model__random_state': 42}",0.8714533023120545
114,39,mt,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 45, 'model__n_estimators': 151, 'model__random_state': 42}",0.9211680346650983
115,40,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 29, 'model__n_estimators': 1638, 'model__random_state': 42}",0.9303113481094055
116,41,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 41, 'model__min_samples_split': 24, 'model__n_estimators': 1536, 'model__random_state': 42}",0.9207390602518892
117,42,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 1, 'model__min_samples_split': 57, 'model__n_estimators': 78, 'model__random_state': 42}",0.926356437374437
118,43,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 1, 'model__min_samples_split': 36, 'model__n_estimators': 1678, 'model__random_state': 42}",0.9286789811658178
119,44,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 53, 'model__min_samples_split': 9, 'model__n_estimators': 1625, 'model__random_state': 42}",0.9180799893083241
120,45,mt,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 44, 'model__n_estimators': 1677, 'model__random_state': 42}",0.9294743060633808
121,46,mt,"{'model__max_depth': 4, 'model__min_samples_leaf': 1, 'model__min_samples_split': 7, 'model__n_estimators': 144, 'model__random_state': 42}",0.8863091471135378
122,47,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 1, 'model__min_samples_split': 9, 'model__n_estimators': 345, 'model__random_state': 42}",0.9308836281090592
123,48,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 60, 'model__min_samples_split': 17, 'model__n_estimators': 350, 'model__random_state': 42}",0.9169578209654823
124,49,mt,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 6, 'model__n_estimators': 346, 'model__random_state': 42}",0.9271647906492324
125,50,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 1, 'model__min_samples_split': 7, 'model__n_estimators': 300, 'model__random_state': 42}",0.93131811601912
126,51,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 51, 'model__n_estimators': 1149, 'model__random_state': 42}",0.9294395622860533
127,52,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 57, 'model__n_estimators': 796, 'model__random_state': 42}",0.9285252796257295
128,53,mt,"{'model__max_depth': 11, 'model__min_samples_leaf': 53, 'model__min_samples_split': 26, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9177801275160059
129,54,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 47, 'model__min_samples_split': 47, 'model__n_estimators': 849, 'model__random_state': 42}",0.919507547856432
130,55,mt,"{'model__max_depth': 13, 'model__min_samples_leaf': 1, 'model__min_samples_split': 19, 'model__n_estimators': 793, 'model__random_state': 42}",0.9313620845592938
131,56,mt,"{'model__max_depth': 14, 'model__min_samples_leaf': 47, 'model__min_samples_split': 41, 'model__n_estimators': 721, 'model__random_state': 42}",0.9194743914895515
132,57,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 1, 'model__min_samples_split': 51, 'model__n_estimators': 185, 'model__random_state': 42}",0.9270754476761102
133,58,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 1, 'model__min_samples_split': 7, 'model__n_estimators': 1202, 'model__random_state': 42}",0.9313551657371733
134,59,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 8, 'model__n_estimators': 1392, 'model__random_state': 42}",0.9340674080696857
135,60,mt,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 41, 'model__n_estimators': 1082, 'model__random_state': 42}",0.9219952487310883
136,61,mt,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 41, 'model__n_estimators': 2000, 'model__random_state': 42}",0.8306944435541503
137,62,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9346870319925422
138,63,mt,"{'model__max_depth': 12, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 803, 'model__random_state': 42}",0.9265866736788573
139,64,mt,"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__min_samples_split': 59, 'model__n_estimators': 767, 'model__random_state': 42}",0.9174532745768029
140,65,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 2000, 'model__random_state': 42}",0.9285091771812777
141,66,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1570, 'model__random_state': 42}",0.9347121101913306
142,67,mt,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 53, 'model__n_estimators': 1361, 'model__random_state': 42}",0.9239629009130045
143,68,mt,"{'model__max_depth': 14, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 1319, 'model__random_state': 42}",0.9280316583006847
144,69,mt,"{'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 43, 'model__n_estimators': 1, 'model__random_state': 42}",0.600434341758905
145,70,mt,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 982, 'model__random_state': 42}",0.8972054223919045
146,71,mt,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__n_estimators': 301, 'model__random_state': 42}",0.9053851555549922
147,72,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1757, 'model__random_state': 42}",0.9346739161436922
148,73,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 555, 'model__random_state': 42}",0.9344278610182052
149,74,mt,"{'model__max_depth': 15, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__n_estimators': 502, 'model__random_state': 42}",0.9171462463665521
150,0,kc1,"{'model__max_depth': 12, 'model__min_samples_leaf': 11, 'model__min_samples_split': 15, 'model__n_estimators': 380, 'model__random_state': 42}",0.8113231033473948
151,1,kc1,"{'model__max_depth': 2, 'model__min_samples_leaf': 41, 'model__min_samples_split': 44, 'model__n_estimators': 304, 'model__random_state': 42}",0.8103711437011032
152,2,kc1,"{'model__max_depth': 4, 'model__min_samples_leaf': 14, 'model__min_samples_split': 9, 'model__n_estimators': 382, 'model__random_state': 42}",0.8141727065107631
153,3,kc1,"{'model__max_depth': 6, 'model__min_samples_leaf': 25, 'model__min_samples_split': 41, 'model__n_estimators': 736, 'model__random_state': 42}",0.8097681737965139
154,4,kc1,"{'model__max_depth': 7, 'model__min_samples_leaf': 52, 'model__min_samples_split': 14, 'model__n_estimators': 1132, 'model__random_state': 42}",0.8088321395203988
155,5,kc1,"{'model__max_depth': 13, 'model__min_samples_leaf': 32, 'model__min_samples_split': 40, 'model__n_estimators': 799, 'model__random_state': 42}",0.8091156347026793
156,6,kc1,"{'model__max_depth': 14, 'model__min_samples_leaf': 33, 'model__min_samples_split': 12, 'model__n_estimators': 1594, 'model__random_state': 42}",0.8092496909298529
157,7,kc1,"{'model__max_depth': 10, 'model__min_samples_leaf': 29, 'model__min_samples_split': 22, 'model__n_estimators': 376, 'model__random_state': 42}",0.8088052905259383
158,8,kc1,"{'model__max_depth': 5, 'model__min_samples_leaf': 44, 'model__min_samples_split': 14, 'model__n_estimators': 1036, 'model__random_state': 42}",0.8092637524418901
159,9,kc1,"{'model__max_depth': 3, 'model__min_samples_leaf': 33, 'model__min_samples_split': 8, 'model__n_estimators': 1395, 'model__random_state': 42}",0.809411303945717
160,10,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 59, 'model__n_estimators': 55, 'model__random_state': 42}",0.7902318733897682
161,11,kc1,"{'model__max_depth': 2, 'model__min_samples_leaf': 60, 'model__min_samples_split': 55, 'model__n_estimators': 355, 'model__random_state': 42}",0.8093263686381096
162,12,kc1,"{'model__max_depth': 1, 'model__min_samples_leaf': 17, 'model__min_samples_split': 60, 'model__n_estimators': 2000, 'model__random_state': 42}",0.800771826014741
163,13,kc1,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 1, 'model__random_state': 42}",0.7052787057746571
164,14,kc1,"{'model__max_depth': 3, 'model__min_samples_leaf': 40, 'model__min_samples_split': 60, 'model__n_estimators': 1436, 'model__random_state': 42}",0.8089335664335664
