,iter,dataset,hyperparameters,roc_auc
315,15,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 1, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.7434552349482704
316,16,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 1, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__random_state': 42}",0.7434552349482704
317,17,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 2, 'model__random_state': 42}",0.880179041831104
318,18,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__random_state': 42}",0.8343111347323452
319,19,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.880179041831104
320,20,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.880179041831104
321,21,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.880179041831104
322,22,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 25, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8868230968634867
323,23,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
324,24,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
325,25,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
326,26,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
327,27,phoneme,"{'model__ccp_alpha': 0.02371922831879033, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 31, 'model__random_state': 42}",0.7434552349482704
328,28,phoneme,"{'model__ccp_alpha': 0.46862574327386697, 'model__max_depth': 30, 'model__min_samples_leaf': 60, 'model__min_samples_split': 60, 'model__random_state': 42}",0.5
329,29,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
330,30,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
331,31,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
332,32,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
333,33,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
334,34,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
335,35,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
336,36,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
337,37,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
338,38,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
339,39,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
340,40,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
341,41,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
342,42,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
343,43,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
344,44,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
345,45,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
346,46,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
347,47,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
348,48,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
349,49,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
350,50,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
351,51,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
352,52,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
353,53,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
354,54,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
355,55,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
356,56,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
357,57,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
358,58,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
359,59,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
360,60,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
361,61,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
362,62,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
363,63,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
364,64,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
365,65,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
366,66,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
367,67,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
368,68,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
369,69,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
370,70,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
371,71,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
372,72,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
373,73,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
374,74,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
375,75,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
376,76,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
377,77,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
378,78,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
379,79,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
380,80,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
381,81,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
382,82,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
383,83,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
384,84,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
385,85,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
386,86,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
387,87,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
388,88,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
389,89,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
390,90,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
391,91,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
392,92,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
393,93,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
394,94,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
395,95,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
396,96,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
397,97,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
398,98,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
399,99,phoneme,"{'model__ccp_alpha': 0.0, 'model__max_depth': 30, 'model__min_samples_leaf': 1, 'model__min_samples_split': 60, 'model__random_state': 42}",0.8969508669372444
