Iteracja;estimator__learning_rate_init;estimator__hidden_layer_sizes;estimator__alpha;estimator__activation;Srednia dokladnosc;Czas
29;0.20400928316891936;177;0.19433755611540685;relu;0.8051532405058535;0.2153467655181885
30;0.02040951041302903;404;1.8867665328405452;relu;0.7892564406110829;0.3030982971191406
31;0.02040951041302903;243;0.03253323412904475;relu;0.8163921303342917;0.3741783142089844
32;0.0984582328112951;366;0.1369890166465363;relu;0.8070729278238158;0.25198755264282224
33;0.09941929407217526;260;1.2607955381460727;relu;0.7898107747524288;0.21425399780273438
34;0.0416775827423685;366;1.1894134130643472;identity;0.7909062893436307;0.1552276611328125
35;0.02040951041302903;145;0.023382639122425237;relu;0.8191322321814457;0.2373946189880371
36;0.02040951041302903;368;0.04526483590469342;relu;0.8136509010278671;0.4196910858154297
37;0.06237004011262851;348;0.12552146545543488;relu;0.8054287163876204;0.367338752746582
38;0.03533341924850067;356;0.16880545527965943;relu;0.8106338200199185;0.3563183307647705
39;0.03533341924850067;99;0.6512942438962144;relu;0.7977507187552849;0.14162535667419435
40;0.06237004011262851;301;0.01816389254336446;relu;0.8048834019204391;0.23194241523742676
41;0.0365553462255432;366;1.4444602775387303;relu;0.7889824680083433;0.26745805740356443
42;0.6025986179574196;145;0.9652328686412947;relu;0.7884409117387301;0.14211478233337402
43;0.033822195299452955;177;0.035852019537926924;relu;0.8180363417704868;0.24542932510375975
44;0.05883885216821491;177;0.027314404980561178;relu;0.8120066895916718;0.19163122177124023
45;0.06237004011262851;260;1.3626796548388218;relu;0.791727831332093;0.24124388694763182
46;0.027314404980561178;177;0.037091881141660864;relu;0.8057053197286581;0.2777421474456787
47;0.19245894393595353;177;0.022491528606870932;relu;0.8109111750004697;0.19533038139343262
48;0.033822195299452955;240;0.8758822322780785;relu;0.796110641336415;0.2459709644317627
49;0.02040951041302903;450;1.8594744114308772;relu;0.7887133810624425;0.3373894691467285
50;0.02040951041302903;184;0.04107471554684234;relu;0.817762744987504;0.3073291301727295
51;0.02040951041302903;225;0.0700809025433678;relu;0.8125538831576377;0.3464639186859131
52;0.02040951041302903;380;0.050860967027597875;relu;0.8089914876825075;0.3467167854309082
53;0.02040951041302903;360;1.7372396633352205;relu;0.7887111261439014;0.2314816951751709
54;0.02040951041302903;370;0.03673332327428612;relu;0.8177616175282335;0.42488889694213866
55;0.02040951041302903;147;0.023725833856315985;relu;0.8155702125260724;0.2762445449829102
56;0.02040951041302903;121;0.7212286080385865;relu;0.8002206061972676;0.16291608810424804
57;0.02040951041302903;229;1.2127467205543745;relu;0.7944641749816789;0.15795354843139647
58;0.02040951041302903;449;0.11899137657982577;relu;0.8070740552830863;0.38721728324890137
59;0.05550758855087015;177;0.04988239948106797;relu;0.8095409361670143;0.21054573059082032
60;0.02040951041302903;94;0.48429363731820757;relu;0.7996734126313021;0.14398660659790039
61;0.02040951041302903;169;0.08677801966656702;relu;0.8114579927466787;0.24177517890930175
62;0.02040951041302903;45;0.02812209428572657;relu;0.8180352143112163;0.17541847229003907
63;0.02040951041302903;363;0.02589340904603897;relu;0.8155683334272883;0.406174898147583
64;0.02040951041302903;221;0.02895366703313216;relu;0.8078937181727645;0.32222824096679686
65;0.02040951041302903;233;0.9017821452397139;relu;0.7947400266832028;0.2550067901611328
66;0.02040951041302903;119;0.026659079379170583;relu;0.8141973429543192;0.21813158988952636
67;0.02040951041302903;44;0.27302919411102305;relu;0.8084412875584869;0.15671296119689943
68;0.09516709257583507;177;0.050860967027597875;relu;0.8152913542664939;0.22955770492553712
69;0.02040951041302903;83;0.02895366703313216;relu;0.8092688426630588;0.17831792831420898
70;0.017135512278465995;177;0.39110981478581;relu;0.8059751583140727;0.22087359428405762
71;0.02040951041302903;328;0.5034812683758162;relu;0.802962587143206;0.25414338111877444
72;0.15392508819589254;177;0.027314404980561178;relu;0.8081710731533157;0.21152858734130858
73;0.02040951041302903;206;0.023725833856315985;relu;0.8152962399233328;0.3331733703613281
74;0.02040951041302903;283;1.814862010472168;relu;0.7906281827235657;0.2212338924407959
75;0.02040951041302903;159;2.0;relu;0.7873382565721481;0.14691758155822754
76;0.02040951041302903;496;0.12552146545543488;relu;0.8087163876204972;0.3972956657409668
77;0.03533341924850067;152;0.1789362407499577;relu;0.8111817652253979;0.21329450607299805
78;0.03533341924850067;245;0.3689664546016655;relu;0.8067974519420484;0.26904687881469724
79;0.03533341924850067;11;0.09288384927548725;relu;0.8111832685044253;0.13768548965454103
80;0.03533341924850067;136;0.018520222550471255;relu;0.8147494221771238;0.24373869895935057
81;0.3082776710983116;177;0.023725833856315985;relu;0.8018663209124904;0.22213759422302246
82;0.03533341924850067;226;0.5415307307061937;relu;0.8043324501569048;0.2756693363189697
83;0.03533341924850067;351;0.03893785758324189;relu;0.812003683033617;0.4124058723449707
84;0.03533341924850067;104;0.05211121627028965;relu;0.8100892571922506;0.1910426139831543
85;0.03533341924850067;474;0.6770984104159861;relu;0.7985778980400999;0.6458095073699951
86;0.14241649804999582;177;0.11613654245574494;relu;0.8051547437848807;0.16505808830261232
87;0.03533341924850067;36;0.10956127077265736;relu;0.814470939737302;0.12777104377746581
88;0.03533341924850067;206;0.1237057945628779;identity;0.8043328259766616;0.11851286888122559
89;0.03533341924850067;177;0.05061453996897888;relu;0.8076216246688089;0.23658809661865235
90;0.3531856172400809;177;1.4235661263123576;relu;0.7851427175526619;0.1519416332244873
91;1.236537769005151;184;0.03253323412904475;relu;0.7856978033335213;0.3615683078765869
92;0.08347091624513618;177;0.03253323412904475;relu;0.8139248736306067;0.17563776969909667
93;0.7461706802048571;177;0.16636368047609068;relu;0.7832350564669184;0.2507500648498535
94;0.6234381382549623;177;0.1369890166465363;relu;0.7780307044741341;0.2260335922241211
95;0.5521542051988116;370;0.023725833856315985;relu;0.7933742976868294;0.4598115921020508
96;0.07042210549986432;177;0.32519554068264483;relu;0.7961095138771446;0.2026984214782715
97;0.8222891612687708;177;1.6955599112796675;relu;0.7678771821034631;0.1553246021270752
98;0.07285749591269768;177;0.673817793089464;relu;0.8015919724899938;0.2010417938232422
99;0.1860256639960652;177;0.8801466409307939;relu;0.7873363774733638;0.1959434986114502
100;0.08593915841960538;177;0.01705248881006791;relu;0.8180359659507299;0.18043212890625
101;0.13176837612730177;177;0.022491528606870932;relu;0.8122806621944116;0.20163393020629883
102;0.05391336568921031;177;0.23034718650700994;relu;0.8092650844654903;0.18067717552185059
103;0.026146157360077527;45;0.04107471554684234;relu;0.8147486705376101;0.1424172878265381
104;0.5881411072779402;177;0.026659079379170583;relu;0.7706304376421069;0.31118154525756836
105;0.07798385691384555;177;1.7121104515412966;relu;0.7796704060732473;0.20554118156433104
106;0.617411518886723;177;0.03745393893043655;relu;0.7963872446774528;0.28767995834350585
107;0.08593915841960538;177;0.02691930148259951;relu;0.8111810135858842;0.18351964950561522
108;0.11445662469081119;177;0.07990083301058029;relu;0.8070751827423568;0.3017143726348877
109;0.3780362788186154;363;0.07392684949553276;relu;0.7793840314185316;0.41642007827758787
110;0.18156254718209602;45;0.04526483590469342;relu;0.8100854989946822;0.12666401863098145
111;0.18693136732230878;45;1.1496551701164517;relu;0.791452355450326;0.0817115306854248
112;0.021218131723934917;366;0.023382639122425237;relu;0.815293233365278;0.4969233512878418
113;0.03533341924850067;45;0.027985839601986934;tanh;0.8122787830956273;0.17946791648864746
114;0.1133502013444376;177;0.04107471554684234;relu;0.8133735460473156;0.17368106842041015
115;0.08593915841960538;45;1.914459229749646;relu;0.7920010522953193;0.11353325843811035
116;0.5183692527967714;119;0.03673332327428612;relu;0.7980299528346206;0.16243271827697753
117;1.2245844700152868;148;0.04107471554684234;relu;0.7936475186500555;0.2609656810760498
118;0.0984582328112951;273;0.01705248881006791;relu;0.810632692560648;0.2900402545928955
119;0.5415307307061937;177;0.03673332327428612;relu;0.7741785519664768;0.26445326805114744
120;0.08677801966656702;392;0.04107471554684234;relu;0.8048841535599527;0.2701868057250977
121;0.03533341924850067;119;1.5163476976712509;relu;0.7802179754589698;0.12077903747558594
122;0.1237057945628779;100;0.023382639122425237;relu;0.8142007253321306;0.14221763610839844
123;1.4029742094653288;422;0.023382639122425237;relu;0.7692436627393502;0.8263059139251709
124;0.04028443596770499;148;0.04107471554684234;relu;0.8087178908995245;0.29535903930664065
125;0.6264734721083418;36;0.04107471554684234;relu;0.7692639570062199;0.10661954879760742
126;0.021218131723934917;177;0.2908239963251597;relu;0.8035124114474698;0.20032000541687012
127;0.019823332757951895;371;0.023382639122425237;relu;0.8141995978728602;0.42807888984680176
128;0.26262407325824844;406;0.023382639122425237;relu;0.8103624781554766;0.33997516632080077
129;0.20600063943558483;213;0.035852019537926924;relu;0.8095413119867712;0.20220718383789063
130;1.1330253815676625;124;0.035852019537926924;relu;0.7911802619463705;0.23873281478881836
131;0.01680582416617012;146;0.023382639122425237;relu;0.8120089445102128;0.26582608222961424
132;0.09563043268946957;83;0.023382639122425237;relu;0.8084420391980005;0.13813557624816894
133;1.5995628475142802;437;0.035852019537926924;relu;0.7517127985418193;0.866002893447876
134;0.2270152091419779;359;0.023382639122425237;relu;0.8100866264539526;0.2719292163848877
135;0.7039249335986947;387;0.023382639122425237;relu;0.7947426574215006;0.5085373401641846
136;0.040875703968271136;177;0.1403564401213296;relu;0.802962962962963;0.13851308822631836
137;0.11841485008720756;104;0.04107471554684234;relu;0.8089918635022644;0.1596454620361328
138;1.2068708274154596;147;0.023382639122425237;relu;0.802689741999737;0.294559383392334
139;0.028534851571775807;161;0.023382639122425237;relu;0.8089941184208053;0.20511603355407715
140;0.6971202686635547;135;0.023382639122425237;relu;0.7602059492267508;0.32344880104064944
141;0.24536016941464847;261;0.023382639122425237;relu;0.8081714489730725;0.22664732933044435
142;0.04660332099658194;177;0.023382639122425237;identity;0.8089918635022644;0.13796610832214357
143;0.14521035248626968;443;0.023382639122425237;relu;0.8032376872052165;0.33498339653015136
144;0.42271515982685526;485;0.023382639122425237;relu;0.7623977300486685;0.7975156307220459
145;0.21004185522338148;449;0.023382639122425237;relu;0.8084431666572712;0.45372705459594725
146;0.028673779230612;351;0.023382639122425237;relu;0.8117334686284459;0.3549243450164795
147;0.019441930845352222;492;0.023382639122425237;relu;0.8125557622564218;0.580579423904419
148;0.05714895271970209;347;0.023382639122425237;relu;0.8125542589773944;0.35550823211669924
149;0.048449736601571994;266;0.023382639122425237;relu;0.8106356991187027;0.2324354648590088
150;0.24063942749737482;333;0.023382639122425237;relu;0.8125516282390965;0.3997937202453613
151;0.9559022057509915;214;0.023382639122425237;relu;0.7730796549974631;0.4022517204284668
152;0.3189387622337487;177;0.027985839601986934;relu;0.8040569742751377;0.1802149772644043
153;1.3560773199087828;190;0.023382639122425237;relu;0.7947415299622301;0.35701866149902345
154;0.08186493164652865;306;0.023382639122425237;relu;0.8155649510494767;0.3286162853240967
155;0.25017352044623586;177;0.19433755611540685;relu;0.8054283405678637;0.1716550827026367
156;0.017471668044493963;104;0.023382639122425237;relu;0.8139260010898773;0.23202767372131347
157;0.04270208874974731;305;0.023382639122425237;relu;0.8051551196046376;0.3553938388824463
158;1.2305466055826813;49;0.023382639122425237;relu;0.7895379296089595;0.16517186164855957
159;1.048311934954166;78;0.023382639122425237;relu;0.784041565665107;0.1838327407836914
160;1.058544619019639;191;0.023382639122425237;relu;0.7944698122780315;0.5605302810668945
161;0.5548424788998992;211;0.023382639122425237;relu;0.7646071743991582;0.5305360317230224
162;0.44375270773550235;177;0.022491528606870932;identity;0.8062510100155965;0.1571868896484375
163;0.020508878215680575;225;0.04107471554684234;relu;0.8128274799406204;0.23323721885681153
164;0.2994236869164231;177;0.02589340904603897;relu;0.8084409117387301;0.27539710998535155
165;0.022491528606870932;370;0.04107471554684234;relu;0.8125542589773944;0.4445971488952637
166;0.01755673237122717;177;0.826292641285974;relu;0.7980303286543773;0.15485363006591796
167;0.01705248881006791;177;0.12073785239920592;relu;0.8073461487870418;0.345734977722168
168;0.14172647423086096;177;0.01798830677167768;relu;0.8177612417084766;0.1812105655670166
169;0.20600063943558483;177;0.09288384927548725;tanh;0.7791213334084973;0.14052467346191405
170;0.05742719387986088;177;0.08720051589299362;relu;0.8067978277618055;0.16494250297546387
171;0.01916070286730934;492;0.023382639122425237;relu;0.8144716913768157;0.48988518714904783
172;0.14310988138875158;177;0.6325885461638183;relu;0.7933667812916925;0.19987106323242188
173;0.08186493164652865;20;0.10956127077265736;identity;0.8035105323486855;0.07680487632751465
174;0.24063942749737482;177;0.5967734489800743;identity;0.7961121446154424;0.11021490097045898
175;0.03317145457219775;177;0.10903043419457156;relu;0.8125538831576377;0.29960026741027834
176;1.5841002765773642;11;0.023382639122425237;relu;0.773099573444576;0.11531767845153809
177;0.019823332757951895;366;0.01798830677167768;relu;0.8161174060920382;0.44006857872009275
178;0.08186493164652865;134;0.04526483590469342;relu;0.8133776800646411;0.1666717529296875
179;0.13632528958021847;366;0.023382639122425237;relu;0.8040596050134357;0.3018977165222168
180;1.8236980308590787;266;0.04107471554684234;relu;0.7635097807091717;0.47604961395263673
181;0.01570107345227837;177;0.29797294575360506;relu;0.8004964578987919;0.21858820915222169
182;0.07648344361089532;177;0.04228929841926825;relu;0.8125542589773944;0.1555022716522217
183;0.6673041662942476;370;0.04526483590469342;relu;0.7739211154330384;0.5824249744415283
184;0.05970244947673866;45;0.023382639122425237;relu;0.8152943608245486;0.1407327175140381
185;0.097034032203061;213;0.01705248881006791;relu;0.8131033316421444;0.21142916679382323
186;0.6387633101062072;177;1.1665290395761168;relu;0.7818659450927334;0.1465590000152588
187;0.05339219876994059;177;0.1971899127508921;relu;0.8070714245447883;0.19158129692077636
188;0.050860967027597875;177;0.01798830677167768;relu;0.81118627506248;0.18705482482910157
189;0.07760601642826032;492;0.01705248881006791;relu;0.8106368265779732;0.5122043132781983
190;1.3759809155852447;177;0.1403564401213296;relu;0.7969348140631753;0.20817189216613768
191;0.8930648445021521;177;1.5460946357021608;relu;0.7541811827047747;0.1334007740020752
192;0.021739709559936135;132;0.01705248881006791;relu;0.8133780558843977;0.23217549324035644
193;0.9150179002690155;79;0.01705248881006791;relu;0.7993968092902644;0.15223097801208496
194;0.03533341924850067;177;0.023382639122425237;identity;0.8081695698742882;0.11951227188110351
195;0.03190729307910232;184;0.01705248881006791;relu;0.8166649754777608;0.24834909439086914
196;1.1779156533474302;199;0.01705248881006791;relu;0.7700738485822199;0.4017638683319092
197;0.020508878215680575;177;0.021218131723934917;relu;0.8169404513595279;0.22058696746826173
198;0.03931793414399677;177;0.10903043419457156;relu;0.80652573425785;0.24766249656677247
199;0.08186493164652865;145;0.16237229281690005;relu;0.8002228611158089;0.16356215476989747
200;0.07648344361089532;87;0.01705248881006791;relu;0.8078982280098466;0.12416253089904786
201;0.07723000662197457;45;0.01798830677167768;relu;0.8136509010278671;0.11512045860290528
202;0.6055324904186157;177;0.10903043419457156;relu;0.7714542345491102;0.24346885681152344
203;0.0475175612488994;409;0.01705248881006791;relu;0.8194043256854012;0.36852092742919923
204;0.3854524022952583;147;0.01705248881006791;relu;0.808992615141778;0.19078683853149414
205;0.01585433329676632;354;0.01705248881006791;relu;0.8144735704755999;0.4321493625640869
206;0.2292311286939275;336;0.01705248881006791;relu;0.8095401845275007;0.25644989013671876
207;0.07250449321799135;80;0.01705248881006791;relu;0.8125557622564218;0.14633402824401856
208;0.059993122848973526;484;0.01705248881006791;relu;0.8098160362290244;0.4855950832366943
209;0.13500746736153826;368;0.01705248881006791;relu;0.8081684424150177;0.43469438552856443
210;0.04940019889627806;172;0.01705248881006791;relu;0.8122791589153844;0.23247275352478028
211;0.17211699485939785;242;0.01705248881006791;relu;0.8100870022737094;0.22352828979492187
212;0.10335826949466548;292;0.01705248881006791;relu;0.8092632053667062;0.42542080879211425
213;0.07321221727195758;247;0.01705248881006791;relu;0.817762744987504;0.18142108917236327
214;1.1894134130643472;28;0.01705248881006791;relu;0.7755657026889904;0.10702548027038575
215;0.023841347846052494;199;0.01705248881006791;relu;0.8166664787567882;0.2740382194519043
216;0.579633632597604;136;0.01705248881006791;relu;0.7898107747524288;0.21368026733398438
217;0.04660332099658194;166;0.01705248881006791;relu;0.8185824078771822;0.1735288143157959
218;0.4502658131059961;272;0.01705248881006791;relu;0.7810462822030554;0.3739464282989502
219;0.6204175109326838;62;0.01705248881006791;relu;0.7878937181727643;0.1523284912109375
220;0.3283698088716753;169;0.01705248881006791;relu;0.796659714001165;0.1636499881744385
221;0.01870100040853266;306;0.01705248881006791;relu;0.8114591202059491;0.3458108901977539
222;0.16636368047609068;43;0.01705248881006791;relu;0.79693782062123;0.10526375770568848
223;0.9420750583000301;177;0.040089253381847774;relu;0.7774744912340041;0.26514973640441897
224;0.03084073548347175;324;0.01705248881006791;relu;0.8136501493883534;0.3521409511566162
225;1.0740812287638968;120;0.01705248881006791;relu;0.7582881410075728;0.26642780303955077
226;0.1403564401213296;380;0.01705248881006791;relu;0.8144720671965725;0.27632412910461424
227;1.9615199000837353;303;0.01705248881006791;relu;0.7522607437472988;0.5871522426605225
228;0.5684814525490124;383;0.01705248881006791;relu;0.7881699456940451;0.4676360130310059
229;1.4166687896363475;353;0.01705248881006791;relu;0.770068962925381;0.7070655345916748
230;0.17549349853860813;365;0.01705248881006791;relu;0.8114564894676514;0.2423715114593506
231;0.01807588645787057;245;0.01705248881006791;relu;0.8207753161583705;0.3453962802886963
232;0.02812209428572657;242;0.01705248881006791;relu;0.814470939737302;0.2965585708618164
233;0.5441672818869712;366;0.02812209428572657;relu;0.7676032095007235;0.4888575077056885
234;0.019347732521724312;45;0.01705248881006791;relu;0.8180363417704868;0.18152098655700682
235;0.17295498103506074;452;0.01705248881006791;relu;0.8103609748764493;0.3909031391143799
236;0.0475175612488994;342;0.01798830677167768;relu;0.8106368265779732;0.3342138290405273
237;0.01834119222640543;429;0.01705248881006791;relu;0.8202284984121615;0.47082128524780276
238;0.8758822322780785;301;0.01705248881006791;relu;0.7758223875829151;0.5139136791229248
239;0.06146785604403732;19;0.01705248881006791;relu;0.8141992220531031;0.13041200637817382
240;0.033658322990474665;192;0.01705248881006791;relu;0.8163928819738053;0.2721076965332031
241;0.23372806840669;317;0.01705248881006791;relu;0.8141958396752917;0.24874682426452638
242;0.2651875747123808;177;0.018520222550471255;relu;0.7966582107221376;0.1885608196258545
243;0.01807588645787057;363;0.027985839601986934;relu;0.8133773042448842;0.365098237991333
244;0.9841683162124328;222;0.01705248881006791;relu;0.8026904936392507;0.31342144012451173
245;0.025272175895720513;137;0.01705248881006791;relu;0.8103602232369355;0.30280561447143556
246;0.4066055187365704;487;0.01705248881006791;relu;0.7703429355281206;0.6151330471038818
247;1.1004839757294202;454;0.01705248881006791;relu;0.7996760433696;0.6058731079101562
248;0.2880126740439982;479;0.01705248881006791;relu;0.810359095777665;0.4523259162902832
249;0.5311116523935426;171;0.01705248881006791;relu;0.7826717026514084;0.2830397129058838
250;0.02539521856240681;145;0.01705248881006791;relu;0.8152947366443055;0.26735901832580566
251;0.10745330644951494;475;0.01705248881006791;relu;0.8131037074619012;0.3399242401123047
252;0.01624405982687554;34;0.01705248881006791;relu;0.8172151756017814;0.1655409336090088
253;0.8801466409307939;125;0.01705248881006791;relu;0.7793892928951275;0.25661430358886717
254;0.10136965122600197;328;0.01705248881006791;relu;0.8125546347971513;0.22133822441101075
255;0.46358021193643484;306;0.01705248881006791;relu;0.7692470451171618;0.3970500946044922
256;1.3894120113496173;34;0.01705248881006791;relu;0.7599319766240111;0.1550318717956543
257;0.050369306876947045;255;0.01705248881006791;relu;0.805158877802206;0.26128058433532714
258;0.505932568103358;263;0.01705248881006791;relu;0.7681673149557472;0.38982248306274414
259;0.842502430131553;245;0.01705248881006791;relu;0.7744622958828945;0.4203916072845459
260;0.39685026299204995;217;0.01705248881006791;relu;0.7966615930999492;0.20319828987121583
261;1.8325770711868032;177;0.035852019537926924;relu;0.7528086889527782;0.3255951404571533
262;0.022274108667977098;213;0.023382639122425237;relu;0.8103632297949902;0.29375572204589845
263;0.10956127077265736;486;0.023382639122425237;relu;0.8062536407538945;0.615123701095581
264;0.04660332099658194;30;0.02589340904603897;relu;0.8141980945938327;0.1283853530883789
265;0.16880545527965943;239;0.023382639122425237;relu;0.8177597384294492;0.1744396686553955
266;0.20902417900535974;496;0.023382639122425237;relu;0.8109074168029012;0.3347201347351074
267;0.2756942610542042;380;0.023382639122425237;relu;0.8084439182967849;0.3322211742401123
268;0.12613259193301787;177;0.023382639122425237;relu;0.8141969671345622;0.17420191764831544
269;0.020508878215680575;291;0.01705248881006791;relu;0.8180352143112163;0.31598477363586425
270;0.2950925163799442;409;0.023382639122425237;relu;0.8073472762463123;0.3346926212310791
271;0.07321221727195758;388;0.023382639122425237;relu;0.808992615141778;0.28243556022644045
272;0.033495244661112776;173;0.023382639122425237;relu;0.8172140481425109;0.21163411140441896
273;0.16880545527965943;210;0.022491528606870932;relu;0.8100862506341958;0.21089444160461426
274;0.44375270773550235;361;0.01705248881006791;relu;0.7728086889527781;0.5323284149169922
275;0.02539521856240681;296;0.01705248881006791;identity;0.8067993310408328;0.12413063049316406
276;0.03317145457219775;354;0.023382639122425237;relu;0.8070736794633294;0.45034065246582033
277;0.01834119222640543;177;0.15169855824535772;relu;0.8067974519420487;0.21544146537780762
278;0.01807588645787057;292;0.024785937968936127;identity;0.7977548527726103;0.1268454074859619
279;0.15467450341837663;17;0.023382639122425237;relu;0.8125516282390965;0.08071689605712891
280;0.3949274792005377;402;0.023382639122425237;relu;0.7728252250220795;0.45062766075134275
281;0.08226350751666524;177;0.027314404980561178;relu;0.8010462822030554;0.1789403438568115
282;0.03190729307910232;441;0.02589340904603897;identity;0.8089884811244528;0.20908184051513673
283;0.036201974905989025;96;0.023382639122425237;relu;0.8158423060300279;0.1851414680480957
284;0.02589340904603897;219;0.023382639122425237;relu;0.8136520284871376;0.25388689041137696
285;0.9605562077242387;73;0.023382639122425237;relu;0.7703429355281207;0.19226856231689454
286;1.0083608505651156;453;0.023382639122425237;relu;0.7854287163876205;0.6100770950317382
287;0.033822195299452955;177;1.5995628475142802;identity;0.7826833530638707;0.08375024795532227
288;0.10285748714969553;495;0.023382639122425237;relu;0.8114587443861924;0.3780839920043945
289;0.14172647423086096;242;0.19433755611540685;relu;0.8051524888663397;0.2613380432128906
290;0.2281204783054419;80;0.023382639122425237;relu;0.8166630963789766;0.11936135292053222
291;0.18244652092728614;344;0.023382639122425237;relu;0.8122814138339253;0.20148162841796874
292;0.05236493019823241;480;0.023382639122425237;relu;0.8139237461713362;0.4450539112091064
293;0.09516709257583507;185;0.02589340904603897;relu;0.8117304620703909;0.21484036445617677
294;0.023841347846052494;243;0.023382639122425237;identity;0.8065261100776068;0.1351775646209717
295;1.6873447343754966;239;0.023382639122425237;relu;0.7673292368979837;0.4157620906829834
296;0.5234291100933081;435;0.023382639122425237;relu;0.7517127985418193;0.7109156131744385
297;0.21836367759337857;96;0.01705248881006791;relu;0.8051558712441513;0.1231799602508545
298;0.07912845179388432;104;0.023382639122425237;relu;0.8073514102636375;0.14372339248657226
299;0.8183050785588258;374;0.01705248881006791;relu;0.7791277223443637;0.6396194934844971
300;0.09893759650250677;215;0.023382639122425237;relu;0.8098149087697539;0.18406667709350585
301;0.27703653396375477;104;0.01705248881006791;relu;0.7944705639175451;0.14012446403503417
302;0.379876824406852;341;0.023382639122425237;relu;0.7733566341582577;0.31040234565734864
303;0.1561842976634773;177;0.022491528606870932;relu;0.8098115263919423;0.15642623901367186
304;0.9937748876071295;13;0.01705248881006791;relu;0.7733746735065863;0.09632458686828613
305;0.24896140183365684;177;0.018520222550471255;relu;0.8141984704135897;0.17334966659545897
306;0.15924824179128635;356;0.01705248881006791;relu;0.805978916511641;0.31489014625549316
307;0.0707649696715178;177;0.026659079379170583;relu;0.8120059379521581;0.14458341598510743
308;0.01624405982687554;92;0.018520222550471255;identity;0.8078952214517917;0.1063234806060791
309;0.6418732576382736;177;0.01705248881006791;relu;0.7711648533363399;0.26375641822814944
310;0.021739709559936135;238;0.022491528606870932;identity;0.805152113046583;0.10852155685424805
311;0.033658322990474665;35;0.01798830677167768;relu;0.8172132965029972;0.13082427978515626
312;0.9466617400274042;330;0.01798830677167768;relu;0.7903602232369356;0.5147832870483399
313;1.0132702579919854;418;0.022491528606870932;relu;0.7941965913148054;0.7135709285736084
314;0.8548681171610383;31;0.01798830677167768;relu;0.7889828438281;0.10709590911865234
315;0.45466090549917626;323;0.023382639122425237;relu;0.7517127985418193;0.5258806705474853
316;0.7757338348997194;247;0.01705248881006791;relu;0.7593840314185317;0.46554884910583494
317;0.01648247926962542;192;0.022491528606870932;relu;0.8163921303342917;0.2711076259613037
318;0.04637752270790938;166;0.022491528606870932;relu;0.8141980945938329;0.17479000091552735
319;0.21106448620256843;364;0.022491528606870932;relu;0.8139226187120656;0.2678371429443359
320;0.021115327508921027;312;0.023382639122425237;relu;0.8144720671965725;0.35108532905578616
321;0.4681052675897962;69;0.022491528606870932;relu;0.7925520040588533;0.12938599586486815
322;0.02576795259088798;336;0.022491528606870932;relu;0.8141995978728602;0.3529932498931885
323;1.6309422580377557;107;0.022491528606870932;relu;0.7837675930623672;0.2900536060333252
